"id","title","all_content"
63,"自己提的分手卻超難過","自己 提 的 分手 卻 超 難過 呃 前任 也 是 鄉民 也 是 因為 ptt 認識 交往 了 之後 我 覺得 我 在 這段 關係 裡 簡直 是 丫鬟 的 感覺 QQ 想 了 決定 跟 他 提 分手 但是 一提 分手 他 答應 之後 我 就 開始 後悔 了 當天 覺得 自己 的 決定 是 對 的 但是 隔天 想到 他 想到 心都會 酸酸的 一直 哭個 不停 忍不住 去 示好 復 合 我 知道 我 很 廢 很 糟糕 他 說 一樣 事情 一樣 還是 會 發生 的 拒絕 復 合 他 說 他 的 個性 就是 冷冷的 我 每次 都 有種 熱臉 貼 冷 屁股 的 感覺 QQ 想到 他 要 我 做 的 事情 例如 看 中醫 調 身體 不要 吃 冰 我都還 持續 做著 一 想到 就 覺得 很 難過 愛到 卡 慘死 啊啊啊 混蛋 QQ 真不知道 自己 在 幹嘛 QAQ Sent from JPTT on my iPhone"
64,"分手了","分手 了 跟 他 在 一起 短短 八個 月 是 他 追 我 的 我 也 喜歡 他 我們 就 在 一起 了 他 很 成熟 穩重 有 目標 一 開始 我們 都還 很 好 但過 了 四個 月 左右 我 發現 他 開始 不太會 關心 我 的 行蹤 我們 就 開始 溝通 但 他 似乎 不 喜歡 講 這類 話題 就 會 選擇 逃避 直到現在 轉職 剛從 菲律賓 遊學 回來 期間 我們 也 幾乎 每天 通電話 但 不 知道 為 什麼 每次 跟 他 很 理性 溝通 他 都 會 避而不談 習慣性 逃避 這次 我 也 只是 跟 他 說 可以 到家 跟 我 說 一聲 嗎 還是 一樣 已讀 不回 到 隔天 我 又 打 了 一次 一樣 的 內容 還是 已讀 不回 開始 不 接電話 不讀 不回 訊息 後來 我 真的 受不了 沒 辦法 再 這樣 了 我 昨天 打 了 一堆 跟 他 說 分手 吧 他 照樣 沒回 我 訊息 也 沒 打給 我 我 覺得 我 徹底 死心 了 我 沒有 很 難過 只是 對於 我們 不是 好聚好散 分手 感到 傷心 現在 我 沒 工作 又 失戀 希望 可以 趕快 振作"
65,"因為「我們與惡的距離」分手","因為 我們 與 惡 的 距離 分手 去年 9 月 我 與 我 的 前女友 分手 每天 悲痛 不已 朋友 看不下去 介紹 了 一位 他 在 遊戲 上 認識 的 一個 女孩 給我 這位 女孩 很 開朗 天真 甚至 有時候 很口 無 遮攔 那 時候 的 我 還沒 放下 前 一段 感情 所以 僅僅 把 她 當作 朋友 嚴格來說 應該 是 一位 訴苦 的 對象 而 在 這 期間 聊天 的 時候 她 都 會 時不時 會 撩 我 一下 但 我並 沒有 把 這個 看 的 太 認真 由於 我 前面 所說 的 她 常常 口 無 遮攔 但 在 之後 某 一天 聊天 發現 他 的 價值觀 對 生活態度 習慣 都 跟 我 很 像 從 那 時候 開始 我 就 漸漸 的 對 她 產生 了 好感 之後 的 聊天 我 也 會 開始 時不時 的 講 一些 曖昧 的話 直到 有 一天 他 直接 問我 說 我 說 這些 話 是 認真 的嗎 我 才 跟 他 告白 告白 之後 她並 沒有 直接 說 要 在 一起 但是 在 之後 我們 的 聊天 模式 越來越 像 男女朋友 例如 會 叫 彼此 北鼻 之類 的 每天 早上 上班 下班 都 會講 一會兒 電話 晚上 睡覺時 也 會 把 電話 掛著 一起 睡著 一起 玩遊戲 所有 的 行為 模式 都 跟 男女朋友 一樣 但是 唯一 一點 就是 她 不敢 跟 我 見面 也 不敢 給我 ig 這 期間 曾經 約過 好 幾次 見面 好 幾次 都 是 她 約 我的 但是 最後 都 沒見 成 有 幾次 的 理由 實在 讓 我 無法 理解 例如 我 為 了 她 請假 上課 而 感到 很 愧疚 忘記 要 跟 家人 出去玩 覺得 跟 我 見面 很 緊張 但 最後 我 得知 她 是 第一次 在 網路上 認識 別人 她 會 怕 我會 對 她 不利 不敢 給 ig 也 是 這個 原因 知道 後 我 也 沒 再 跟 她 要求 見面 取而代之 的 是 等 她 敢 跟 我 見面 時 再見面 時間 來到 了 4 20 我 從 國外 參加 會議 回國 大約 一個 禮拜 的 時間 她 的 態度 突然 間 變得 與 以前 不 一樣 變 的 有點 冷淡 我 曾經 追問 了 幾次 她 都 說 沒有 呀 跟 平常 一樣 但 其實 我 還是 感覺 出 來變 了 於是 我 就 再 認真 問他 一次 她 跟 我 坦白 因 為 她 在 我 出國 這段 時間 看了 我們 與 惡 的 距離 這部 劇 她 發現 她 內心 對 家人 的 渴望 又 被 喚起 她 想要 多 陪 家人 這裡 我 需要 先 打岔 一下 她 其實 是 一位 非常 非常 愛 她 媽媽 的 一位 女孩 跟 她 相處 過程 中 其實 也 感覺 的 出來 甚至 她 在 我還 跟 她 在 一起 時 曾經 問我說 如果 我 是 個 不婚 主義者 你 還會 想 跟 我 在 一起 嗎 但 其實 她 這個 念頭 她 自己 也 沒 辦法 確定 她 曾說 以前 的 她 親情 跟 愛情 她 都 不想 放 但是 因為 這部 劇 她 對 家人 的 渴望 越來越 強烈 但是 最 讓 我 匪夷所思 的 是 我並 沒有 要求 她 時間 都 要 花 在 我 身上 甚至 我們 在 一起 時 我們 相處 的 時間 嚴格來說 並 沒有 她 陪 家人 的 時間 多 我 唯一 能 與 她 相處 的 時間 就是 上下班 那 半小時 及 睡 前 的 電話 時間 然而 因為 那部劇 相處 時間 更少 了 直到 最後 分手 分手 後 其實 也 談論 過 這件 事 她 說 她 其實 可以 不 需要 愛情 甚至 可以 不 結婚 自己 進 養老院 我 只是 很 不 明白 如果 真的 喜歡 一個 人 真的 有 辦法 說 不 喜歡 就 不 喜歡 嗎 那 如果 妳 不 喜歡 我 為 什麼 還要 跟 我 這麼 像 男女朋友 跟 我 撒嬌 跟 我 說 妳 想 我 跟 我 說 妳愛 我 跟 我 說 了 很多 男女朋友 才 會 說 的話 還有 承諾 然後 在 我 對 妳 無法自拔 時 妳 卻 狠狠 的 抽離 獨留 我 一個 人 在 原地 即便 到 現在 我 還是 很 想 妳 Sent from JPTT on my iPhone"
66,"分手後的日子，大家還好嗎？","分手 後 的 日子 大家 還好 嗎 第一次 在 男女 版 po 文 一個月 前 結束 了 5 年 的 初戀 算是 和平 分手 因為 知道 他 走 的 堅定 所以 也 沒有 挽留 分開 後 的 日子 很常 哭 還好 吃飯 睡覺 沒少 即使 吃不下 還是 會 強迫 自己 多少 吃 一些 有時 候 還邊 吃邊 哭 到底 多 悲情 XD 因為 共同 的 記憶 太多 無意間 去 到 了 以前 曾經 一起 去 的 地方 還是 忍不住 會 情緒 激動 也 好 幾次 回來 之後 躲 在 房間 大哭 這段 時間 沒有 再 和 對方 聯絡 日子 也過 的 低潮 還要 被工 作 摧殘 有時候 都 很 佩服 自己 沒有 給 自己 限定 多久 的 時間 要 好 起來 反而 在 坦然 接受 自己 對 對方 的 所有 情緒 中 慢慢 覺 得 好過 一點 即使 早上 起床 還是 習慣 看看 手機 是不是 有 他 的 訊息 但 也 慢慢 認知 到 他 是 真的 離開 了 不 知道 各位 分手 後過 的 如何 呢 大家 來 分享 分享 心情 吧"
67,"交往一週就被分手惹","交往 一週 就 被 分手 惹 長話短說 跟 一個 曖昧 對象 曖昧 了 兩個 月 他 說 他 喜歡 我 但還 不想 談戀愛 但 又 不 希望 我 跟 別人 發展 我 覺得 不太 合理 就 跟 他 說 那 我們 先 做 回 朋友 給 彼此 交友 空間 他 隔天 就 說 他 後悔 了 從 各 方面 分析 都 覺得 我 很棒 希望 可以 跟 我 在 一起 在 一起 一週 後 又 突然 用 我 跟 你 沒有 像 跟 其他 漂亮 女生 那樣 粉紅色 泡泡 的 感覺 也 就是 我 對 你 沒 心動 的 感覺 分手 了 他 甚至 沒有 正式 地 提出 分手 是 我 覺得 他 實在太 沒 擔當 受不了 自己 離開 的 一 開始 是 覺得 莫名其妙 覺得 他 不 知道 自己 要 什麼 也 是 蠻 可憐 的 甚至 有點 同情 他 後來 變成 慢慢 有點 慶幸 他 很 早就 放過 我 現在 想想 他 出爾反爾 自私 不 把 別人 感受 當一回事 的 個性 大概 也 是 因為 自卑 而 自大 其實 他 內心 很 空虛 很 寂寞 吧 偽裝成 什麼 都 很 有 想法 的 樣子 卻連 自己 到底 想 不想 交 女朋友 喜不喜歡 我 都 不 知道 這樣 的 他 頓時 失去 魅力 了 所以 也 不會 想 跟 他 在 一起 了 社群 媒體 也 都 刪掉 了 不過 他 不 覺得 我 是 漂亮 女生 這件 事情 還是 讓 我 有點 在意 我 必須 說 我 不是 典型 台灣 審美觀 會 覺得 漂亮 的 女生 我 的 皮膚 是 小麥 色 高高 瘦瘦的 172 53 沒有 大 胸部 也 不是 甜美 可愛 型 的 應該 是 比較 成熟 的 風格 我 也 是 po 大頭貼 會 有 兩百多個 讚 走 在 音樂 祭會 被 攝影 大叔 詢問 可不可以 幫 我 拍照 就算 不是 他 的 菜 應該 也 不 代表 我 就是 醜妹 吧 其實 我 也 只是 想討 拍 我 還是 覺得 小麥 色 的 自己 看起來 很 陽光 很漂亮 我 也許 不像 大部分 的 女生 一樣 嬌柔 相處 起來 大喇喇 的 像 男孩子 一樣 但 我 很 真誠待人 呀 他 不 懂得 欣賞 也 沒 辦法 最近 除了 愛情 以外 工作 等 其他 事情 都 很 順利 反正 也 不急 沒 遇到 好 的 人 寧可 繼續 單身 下去 所以 活潑 外向 的 小麥 色 真的 不是 台灣 男生 的菜 我 都 特地 從 國外 回來 了"
68,"還是攤牌分手了","還是 攤牌 分手 了 嗯 攤牌 分手 了 心情 好 複雜 坦白說 在 一起 後 始終 沒有 信任 她過 總說 我 不 信任 我 捫心自問 真的 很難 相信 因 U 7232 每次 都 部分 坦承 我 知道 逼問 才 說 整天 說 我 疑神疑鬼 的 問了 只 挑 自己 很 清白 的 來講 是 要 我 怎麼 全盤 皆信 ㄧ 個 普通 朋友 原來 可以 隨便 說 想 看 奶尻槍 居然 也 能 冠冕堂皇 的 辯解 你們 原本 講話 就 這樣 有 次男 的 說 沒得睡 囉 褲子 都脫 ㄧ 半 了 還 反問 他 哀 不 哀怨 要 他 安分 還 說 要 慢慢 培養 說 這 只是 嘴 砲 能 嘴 的 像 約 砲 也 教 我 幾招 我 也 想學 說 想 介紹 朋友 給他 認識 啊 傳 的 是 自己 的 照片 然後 順便 婊 自己 朋友 說 自己 可愛 原來 是 順便 介紹 自己 呢 真他媽 替 你 朋友 感到 可憐 互傳 照片 ㄧ 連串 的 互相 稱讚 滿滿的 曖昧 意味 在意 的 不是 他講 什麼 是 你 應該 要 避嫌 不去 回應 吧 真他媽 令人 失望 原來 那些 都 不 叫 調情 和 曖昧 那 你 的 曖昧 和 調情 定義 還真 特別 沒有 回 他 什麼 這 應該 有目共睹 吧 ㄧ 巴掌 拍不響 但 你 可能 不 知道 賞你 巴掌 打臉 也 會響 吧 沒有 同等 回應 他 是 會 貼 到 現在 曾經 想 相信 不去 看 她 手機 但 卻 始終 沒能 忍住 不去 打開 潘朵拉 盒子 以後 還能 相信 愛情 嗎 Sent from JPTT on my iPhone"
69,"和平分手是不是最成熟的方式？","和平 分手 是不是 最 成熟 的 方式 這 幾天 跟 男友 出國 旅遊 最後 一天 在 機場 談開 彼此 價值觀 跟 個性 脾氣 都 不 太 適合 在 一起 的 這段 日子 其實 相處 的 很 辛苦 唉 是 說 雖然 兩個 人 還是 在 機場 哭 了 起來 但 這種 理性 的 溝通 是不是 比起 冷處理 或者 直接 消失 會 尊重 對方 一點 畢竟 兩個 人 都 曾 用心 對待 在 這份 感情 上 以前 還是 學生 的 我 都 經歷 各種 通訊 軟體 分手 想 解釋 的 空間 都 沒有 根本 是 直接 把 人 挖空 一樣 覺得 自己 好像 長大 了 該 道別 時 還是 會 選擇 最好 的 方式 說 再見 雖然 回家 後 還是 悶到 直接 啤酒 一瓶 一瓶 開著 喝 就是 了 不 知道 你們 也 有沒有 好 的 和平 分手 經驗 可以 分享 給我 我用 啤酒 跟 你們 換 故事 沒有 p 幣 抱歉 Sent from JPTT on my iPhone"
70,"分手了，心好空","分手 了 心好 空 剛 結束 一段 3 年 多 的 感情 雖然 結束 的 不 愉快 但 現在 突然 覺得 好空 一起 養 的 寵物 全都 還在 身邊 但 旁邊 沒人 陪 我 一起 看 牠 們 賣萌 可愛 的 樣子 家裡 一團亂 提不起 精神 整理 剛好 又 發燒 身體 不適 一下子 少 了 一個 隨時 在 旁邊 可以 互相照顧 的 人 生活 變得 好 安靜 想 找 人 聊天 才 發現 在 一起 太久 已經 沒有 什麼 比較 親密 的 朋友 可以 說話 看 了 快 兩天 的 YOUTUBE 一 關掉 就 徹底 安靜 眼淚 不 自覺 掉下來 沒有 人 可以 分享 笑點 沒有 人 可以 一起 吃飯 要 多久 才 會 放下 才 會 習慣 現在 應該 怎麼 調適 比較 好"
71," 分手了","分手 了 她 是 我 的 初戀 她 就 像 一陣風 而 我 像 一顆 樹 半年前 她 被 診斷 出有 輕度 憂鬱症 這 半年 來 我們 歷經 了 價值觀 的 衝突 和 她 憂鬱症 發病 還有 各種 爭吵 直到 昨天 我們 和平 協議 分手 在 她 的 房間 裡 我們 都 不 講話 氣氛 很 沈重 我們 都 知道 這次 談話 後 會 發生 什麼 事 我 率先 開口 我們 分手 吧 我 看 著 她 哭紅 了 雙眼 頓時 覺得 自己 很 殘忍 腦袋 裡 浮現 出 種種 我們 過去 的 點點滴滴 她 哭 著 對 我 說 可以 不要 一次 把 東西 都 拿走 好不好 我 頓時 鼻頭 一酸紅 了 雙眼 我 什麼 也 沒 說 給了 她 ㄧ 個 最後 的 擁抱 離開 了 那個 充滿 回憶 的 房間 這 一年 九個 月 來 謝謝 妳 我 走 了 Sent from JPTT on my iPhone"
72,"50天分手倒數","50 天 分手 倒數 女友 上週 跟 我 提到 七月 要 和 我 好好 聊 一些 事情 因為 我們 遠距離 一個月 才 見 一次 面 字裡 行間 透露 著 不太好 的 狀況 旁敲側擊 的 感覺 是 想要 談 分手 之所以 要 到 七月 一方面 是 她 七月 初要 考國考 另一方面 是 這段 期間 我 和 她 的 朋友 還有 一些 業務 往來 不 希望 因為 分手 導致 波及 太多人 但是 詢問 六月 是否 還 需要 見面 對方 還是 答應 了 失眠 了 一晚 想想 所以 現在 這 狀況 是 我 要 憋 一個半月 到 七月 才能 爆發 難過 嗎 跟 朋友 見面 別人 提到 女友 我還 要說 我們 很 好 嗎 然後 到 了 一個半月 之後 才能 昭告 大家 其實 分手 了 不要 再說 了 雖然 我能 理解 女友 她 是 在 我 詢問 下才 說出 這些 皮毛 畢竟 她 從來不 會 對 我 說謊 沒說出 口 的 大概 只 剩下 為何 交往 一年 配合 她 的 節奏 遠距離 也 配合 她 的 時間 還有 她 的 家人 也 都 見過面 了 但是 她 依然 認為 沒 辦法 接受 有 男友 這 身份 存在 的 我 就 只是 她 心中 有 什麼 個人 原則 無法 放下 所以 必須 把 我 推開 吧 雖然 我 知道 我 很 愛 她 出外 的 互動 和 其他 朋友 交流 大家 也 都 認為 我們 非常 不錯 我 也 知道 她 沒 欺騙 我 她 既然 這樣 說 一定 是 也 想 了 很 久 才 做 這 決定 心中 一小部分 的 我 想到 一個 可能性 或許 過個 三年 五年 我們 在 一起 會 比較 適合 但是 這種 事情 大家 都 看 多 了 之後 我們 只會 形同陌路 的 各過 各 的 生活 或許 就 像 幾年 前 和 前任 分手 因為 FB 沒掛 穩交 沒人 知道 我們 在 一起 又 分開 只 找 了 幾個 好 朋友 私下 聊一聊講 一些 垃圾 話 過 一兩個 月 慢慢 恢復正常 生活 而 這次 公開 掛穩交 或許 分手 也 該 發個 公告 我 也 知道 底下 會 有 一堆 人回 拍拍 或是 值得 更好 的 甚至 攻擊 對方 的 留言 但是 我 真的 好 愛 她 甚至 腦中 想 的 一些 惡質 作法 像是 立刻 公布 讓 對方 壓力 爆炸 這種 事情 我 真的 做 不到 我 真的 不 希望 使用 那種 降低 對方 智商 或是 存在 價值 的 方式 來 讓 我 自己 好過 我 還是 希望 她 能 好好 考試 在 人生 的 旅途 上能 好好 的過 就算 沒有 我 也 是 如此 雖然 我 早 在 十年 前 就 說過 愛 一個 人 信任 一個 人 就是 相信 她 會 找尋到 對 自己 最好 的 方式 如果 那個 方式 當中 沒有 我 那麼 就 像是 那首歌 一樣 最後 的 疼愛 是 手 放開 但是 不論是 上 一次 或是 這 一次 我 的 理性 告訴 我要 手 放開 但是 我 的 眼淚 還是 一直 滴下來 而且 不論是 朋友 或是 同事 能 和 她 興趣 或是 想法 如此 同步 或是 契合 的 沒有 其他人 或許 該 慶幸 的 是 我 不是 因為 某人 的 介入 或是 被 比 下去 而 被 丟掉 吧 和 前任 的 分手 一樣 有 打 心情 文在 版 上 當時 的 推文 還有 朋友 的 言語 其實 讓 我 釋懷 不少 就是 因為 對方 不夠 愛我 認為 我 這人 不足以 讓 她 突破 她 的 舒適 圈 朋友 打趣 的 說 你 想想看 如果 今天 是 金城武 那 她 還會 堅持 這些 原則 嗎 是 阿 這些 我 都 知道 幾年 前 的 鼓勵 我都還 記得 起點 就是 知道 一個半月 後 要 分手 的 第一天 終點 就是 我 釋懷 了 繼續 過日子 只是 現在 我 又 要 把 這 過程 再 走 一次 而且 這 一個半月 還 不能 說 出來 又 或者 是 只能 跟 少部分 的 人 談心 但是 又 要 告誡 他們 不能 讓 還 不是 前女友 的 女友 知道 這 真的 是 太 古怪 了 明明 我 是 最 難過 的 人 卻 還要 配合 對方 忍到 七月 中 或許 這也 不是 她 一 開始 的 本意 只是 被 我 詢問 就 說出 一些 事情 可能 如果 我 傻傻的 什麼 都 不問 等到 七月 再 被 告知 這 事情 那 時候 再 晴天霹靂 歷經 這段 會 不會 比較 好 我 也 不知 總之 現在 陷入 了 這個 奇怪 的 50 天 分手 倒數 唉"
