"id","title","all_content"
532,"分手第三天","分手 第三天 還是 逼 自己 起床 去 上班 昨晚 朋友 開車 帶我去 散心 坐在 車上 滿腦子 都 是 你 想著 如果 在 駕駛座 的 那個 人 是 你 就 好 了 朋友 說 我 看起來 就 像 一個 軀殼 很 空洞 恩 我 怎麼 開心 的 起來 呢 我 想 就算 是 笑 也 是 很 難看 的 回到 家 床上 一 躺 就 潰堤 了 你 的 朋友 說 你 不是 有 新 對象 了 也 不是 淡 了 只是 你 想要 安靜 思考 自己 到底 想要 什麼 於是 我 決定 給你 想要 的 安靜 不 關心 也 不 打擾 我 知道 要 留下 的 我 毋需 乞求 想 遠行 的 我 更 無需 挽留 慢慢 的 整理 這 幾個 月 來 的 回憶 我 仍然 無法 接受 那個 為 我 瘋狂 的 你 就 這樣 離開 我 了 說好 要 一起 去 的 地方 說好 要 一起 做 的 事情 瞬間 只 剩下 幻影 我 以 為 我 好多 了 把 來電 名稱 改了 手機 密碼 換回 自己 生日 也 把 你 的 訊息 設 隱藏 反正 你 也 不會 想 回 我 訊 息 了 吧 一早 醒來 想到 你 心跳 還是 快到 快 無法 呼吸 聽著 朋友 傳來 的 baby don t cry 一邊 忍不住 又 崩潰 哪裏 有 彩虹 告訴 我 能 不能 把 我 的 願望 還給 我 你 說 等 我 平靜 時間 會 告訴 我 一切 我 很 想 說 當你說 要 牽手 時 應該 要 想到 牽手 不 只是 牽手 牽 了 手 就 有 責任 要 好好 照顧 這段 感情 但 我 知道 你 現在 不想 去 想 這個 問題 難受 到 無以復加 但 我 決定 不 挽回 了 也 告訴 自己 別 再 期待 你 會 回頭 我會 讓 自己 更好 讓 你 後悔 沒有 好好 牽著 我"
533,"第一次分手的滋味","第一次 分手 的 滋味 初戀 離開 我 了 滿滿的 回憶 湧上 心來 交往 時間 不長不短 總共 2 年 2 個 月 在 第 2 年時 問 妳 以後 有 什麼 打算 妳 卻 提出 了 分手 我們 都 哭 了 過 2 天 我 提出 了 復 合 妳 也 同意 最後 2 個 月 相處 起來 不像 情侶 就 在 星期 6 晚上 因為 妳 跟 同事 喝酒 到 零晨 推掉 我們 週日 整天 安排 的 活動 我問 妳 是不是 那麼 不在意 我 妳 給了 肯定 妳 的 感受 說 妳 無法 在 努力下去 感情 的 事 無法 勉強 我 的 心傷 了 第 2 次 妳 跟 我 表明 在 一起 1 年 妳 就 沒 感覺 了 我 忍著 眼淚 互提 分手 現在 的 妳 就 像 斷了線 的 風箏 越飛 越遠"
534,"分手沒多久，心卻越來越從容","分手 沒多久 心 卻 越來越 從容 分手 第五天 有時候 還是 會想 知道 你 在 幹嘛 還是 很 想 找 你 聊天 偶爾 還是 會想 你 還 記得 分手 第二天 我 還是 忍不住 大哭 忍不住 求 你 回來 但 分手 第三天 我們 坐著 聊天 雖然 我 小 哭 了 一下 卻 很 鎮定 的 跟 你說 因 為 我 很 愛 你 所以 我 希望 你 快樂 對 現在 此時此刻 來說 我們 該 分開 了 而 我們 又 像 老朋友 一樣 開心 的 聊著 雖然 難過 依然 存在 心中 但 其實 認真 面對 過去 所有 發生 開心 和 不 開心 的 事 走到 這 一步 不 是 沒有 原因 就算 回到 過去 其實 也 會 發生 一樣 的 事 一樣 的 選擇 選 你 我 從沒 後悔 過 分手 我們 也 都 相信 是 好事 在 愛情 中 我們 迷失 了 自己 即使 回去 依然 會 身在其中 執迷不悟 雖然 現在 滿滿的 回憶 都 在 身邊 打擊 我 但 我 真的 真的 真的 很 討厭 被 難過 佔據 身心 的 感受 所以 我 更 努力 回想 上 一段 感情 失戀 當走 出來 或 不在乎 時 其實 根本 就 不痛 了 多快 走出 來 就 多 快 讓 生活 回到 正軌 同時 也 為 自己 找 了 目標 跟 你 在 一起 時變 胖 想 趁 這段 時間 瘦 回來 跟 你 在 一起 時 犧牲 跟 朋友 相處 時光 而 最近 常常 跟 朋友 聚會 常常 大笑 讓 我 也 回 想起 曾 經 單身 時 也 很 快樂 跟你走 過的 地方 想 找 朋友 再 陪 我 去 走 一次 或許 會 觸景傷情 但 以 朋友 的 幽默 風趣 我 相信 這 路程 也 會 是 快樂 的 可能 我 太 厭惡 自己 病懨懨 的 樣子 所以 我 不想 讓 自己 跟上 段 失戀 一樣 過很久 才 好 明明 人生 還有 很多 風景 值得 去 享受 和 珍惜 而且 有 一堆 有 義氣 的 朋友 不停 的 找 我 出去玩 讓 我 大笑 還有 朋友 心情 不好 找 我 訴苦 最 候看 著 我 說 應該 是 我 安慰 你 怎 變成 你 安慰 我 XDDD 連我 自己 都 覺得 好好笑 XD 人生 有 好多 風景 不想 因為 難過 而 錯過 想 讓 自己 情緒 盡量 恢復 平穩 跟 朋友 去 創造 快樂 但 說 自己 完全 是 正面 想法 是 騙人 的 有時 夜深人靜 還是 會 偷偷 難過 想到 回憶 還是 會 偷 哭 只是 我 只 剩 我 自己 了 怎連 自己 都 不愛呢 希望 失戀 的 人能 一起 加油 Sent from my Android"
535,"我提分手了","我 提 分手 了 走過 一年 十個月 不長不短 從 你 比較 愛我到 現在 愛你 比較 多 這段 感情 有太多 太多 的 付出 幫 你繳 帳單 幫 你 手 洗 厚重 的 運動 外套 還有 好多 事情 中間 經歷 過你 跟 別的 女生 曖昧 跟 說謊 還有 很 愛 吵架 的 時候 提 分手 讓 我 大哭 完 又 假裝 沒事 說 要 走 下去 在 最後 一次 我們 吵架 了 我 以 為 我們 要 和 好 了 我 一直 打給 你 你 卻 嫌 我 煩 封鎖 我 的 電話 讓 我 聽到 無情 的 語音信箱 再 最後 傳賴 丟了 一大 串 的 髒話 跟 分手 卻 又 再 假裝 沒事 跟 我 和 好 雖然 我 很 任性 但是 我 卻 也 付出 很多 只 記得 愛他 卻 忽略 自己 也 想要 被 愛的 感覺 突然 明白 我們 的 愛 已經 回 不到 過去 了 他 也 不是 我 想要 的 人 了 一直 以為 被 提 分手 的 人 才 是 痛苦 的 但是 有時 提 分手 的 人才 是 更 痛苦 的 雖然 分手 了 但是 心裡 覺得 很 舒坦 可以 不要 再有 不安全感 了 對不起 我 可能 傷了 你 但是 希望 你 也 可以 好好 的 繼續 走 下去 變成 一個 更 成熟 的 人 我 想 委屈求全 不是 我 該 做 也 不是 我要 做 的 祝你幸福 我們 都 要 好好 的 Sent from my Android"
536,"今天要跟女友談分手","今天 要 跟 女友 談 分手 在 一起 537 天 從 一 開始 的 恩愛 到 後來 的 陌生 我 真的 沒想到 會 有 這 一天 還 記得 當初 我 習慣 晚上 唸書 當我 通知 妳 我 晚上 可能 會 去 咖啡店 唸 通宵 妳 傻傻的 流淚 送 我 每天晚上 再累 一定 一起 散步 每天 中餐 晚餐 一起 吃 到 現在 妳 說 妳 想 跟 朋友 吃 晚上 很忙 要 開會討論 報告 我們 只 剩下 晚上 會 互道 晚安 我們 離 不到 五百 公尺 我們 卻 有 可能 一 星期 都 見 不到 面 我們 的 愛情 變質 了 我們 慢慢 陌生 了 當我 希望 妳 多 陪 我 一點 妳 卻 覺得 我 在 逼 妳 感情 跟 想 做 的 事情 必須 擇 其一 我 知道 我 不再 那麼 重要 了 我 只能 說 每個 人要 的 愛情 類型 不同 每個 人 想要 愛情 的 時間 點也 不 一樣 我們 在 錯誤 的 時間 相愛 了 我 傻 自願 租房 留在 南部 陪 妳 我 傻 我能 回家 工作 卻 只 希望 離 妳 更 近 我 喜歡 南部 我 總 這樣 說 但 下 一句 妳 不在意 因為 南部 有 妳 妳 告訴 我 妳 一個 人 也 可以 過得 很 好 我 相信 我 只 希望 有 我 妳 覺得 更好 我 知道 妳 的 未來 我 已經 離席 了 這 兩個 月 來 我 每天 中餐 晚餐 問 妳 要 不要 一起 吃 一個 小時 傳 一封 訊息 說 我 很 想 妳 我 讓 妳 覺得 厭煩 了 吧 謝謝 妳 今天 晚餐 陪 我 吃 訂 了 高級 餐廳 約 好 今晚 談談 我 和 妳 大概 都 能 猜 到 結局 吧 像 我 當初 跟 妳 說 的 you complete me 妳 讓 我 走出 當初 的 痛苦 妳 的 愛讓 我 的 生命 覺得 完整 對不起 妳 不愛我 了 是不是 因為 我 弄 丟了 妳 的愛 一夜 失眠 我 剩下 今天 可以 叫 妳 寶貝 我 剩下 今天 可以 緊緊 抱 妳 我 剩下 今天 可以 牽著 妳 我 剩下 今天 可以 說 我 愛 妳 祝 妳 幸福 分手 快樂 Sent from my Android"
537,"分手潮，我走不出去","分手 潮 我 走 不 出去 最近 看到 好多 藝人 接二連三 分手 有的還 交往 很久 也 是 分手 但 藝人 很 容易 交朋友 所以 應 很快 走出 身邊 朋友 沒有 出現 分手 潮 都 充滿 喜悅 結婚 懷孕 FB 都 充滿著 這樣 的 畫面 參加 無數 的 婚禮 也 是 希望 好 結果 我 跟 閃光 交往 五年 了 他 是 個 警消 公務員 穩定 的 工作 從沒 房沒車 到 有 房 也 有車 我們 喜歡 旅行 戶外 去 哪裡 都 一起 感覺 好像 美好 應該 要 步入 禮堂 了 但 其實 我們 有時 會為 雞毛蒜皮 吵架 但 女生 都 喜歡 被 哄 可惜 我 遇到 這 他 是 大 男人 他 也 受夠 這樣 一塵 不變 這樣 下去 吵架 又 是 吵架 他 認為 我們 個性 不合 要 把 我 放生 但 五年 了 感情 從 他還 不是 公務員 到 他當 公務員 跟 他 一起 經歷 很多 事 朋友 重疊 他 的 同學 同事 都 知道 我 但 那 怎麼樣 呢 這次 又 因為 小事 吃飯 要 不要 吃 他 覺得 我 很煩 這麼 小 的 事 變成 壓死 駱駝 最後 根 稻草 心好 痛 我該 怎麼 走 出去 現在 作 什麼 事 都 提不起 勁 工作 都 像 失魂 一樣 大家 都 說 在 找 新的啊 怎麼 找 我 不是 20 幾歲 女孩 我 30 了 朋友 說 20 幾歲 認真 玩 交朋友 到 30 歲差 不多要 結婚 了 但是 我 呢 我 也 以 為 這樣 沒想到 我 被 放生 年紀 也 大 了 沒有 動力 認識 新 朋友 我 到底 該 怎麼樣 在 振作 現在 還是 很 沒有 用 想 他 的 時候 會 打給 他 跟 他 說話 我 突然 覺得 我 這樣 很 不 應該 讓 我家 人 也 擔心 媽媽 說 我生 你 不是 把 你 交給 一個 不 珍惜 你 的 人 但是 我 現在 能 怎麼辦 我超 痛苦 心 很 痛 都 快 無法 呼吸 到底 該 怎麼樣 才 不 這麼 痛"
538,"分手潮開始在心裡退潮","分手 潮 開始 在 心裡 退潮 思念 是 一種 病 愛情 是 一種 癮 在 共賞 最後 一道 餘暉 之後 妳 選擇 了 分開 當初 在 沙灘 上 看 著 夕陽 牽手 如今 在 草地上 看著 落日 分手 說出 口 的 當下 彷彿 心 也 整顆 被 抽離 了 但是 現實 沒有 像 電影 情節 般能 把 時空 就 凍結 在 那個 陽光 灑下 的 午後 妳 多 希望 時空 能夠 瞬間 凍結 這樣 子 即便 妳 決意 說出 分離 至少 畫面 會 暫 留在 最後 他 終於 望 向 妳 的 那一刻 妳 珍珠 成串 般的 眼淚 以及 他 眼眸 倒映 著 妳 與 那天 橘黃 的 陽光 至少 我們 分開 吧 這句 冷酷 的 台 詞會 因為 按 下 暫停 後 可以 在 視覺 上 感受 到 午後 陽光 的 溫暖 色調 分手 真的 需要 練習 分手 後 的 一切 就 像 重傷 後 的 復健 一步 一步 都 只能 自己 走 每 一步 都 是 痛徹 心扉 　 但 妳 的 心 就 在 那天 說出 分開 後 也 與 妳 分開 了 分手 後 的 心 空 的 沒有 自己 因為 妳 全都 裝進 深愛 的 他 但是 在 那天 下午 妳 說 了 分開 把 深愛 的 他 遺留 在 那片 草地 那個 有 陽光 的 下午 於是 妳 的 心空 了 不 知道 為 什麼 今年 趕上 流行 以為 追上 了 結婚 那道 浪 卻 沒想到 是 被 分手 潮 沖走 了 沖 散 了 相愛 的 兩個 人 如果 問我 為 什麼 提 分手 的 妳會 這麼 痛苦 因為 一切都是 因為愛 被 毆 飛 因為 認清 了 不 適合 但是 卻還 深愛 著 這種 逼 自己 抽離 的 戒斷 症狀 很 恐怖 痛死 我了 一個 人 的 心 被 抽離 後 那種 痛得 把 嘴角 往下拉 的 痛苦 難受 分手 後 我 大哭 天天 哭 中間 包含 被 挽回 和 走 自己 的 療傷 行程 天天 把 行程 排滿 滿到 把 居所 當 旅社 過夜 使用 天天 把 自己 操到 極限 操到 讓 大腦 只 剩下 決定 泡泡 應該 抹 在 哪一塊 肌膚 上 的 決策 能力 去 看 電影 讓 自己 哭 去 跳舞 聽 音樂 舞動 身體 看著 鏡子 裡的 自己 是 動得 多 美麗 去 跑步 跨出 每 一步 都 是 我 一個 人 在 前進 著 用 喘氣 去 感受 我 還能 呼吸 我 還 活 著 去 跟 朋友 聚會 說出 每 一句 話 都 不再 有 你 讓 自己 分心 去 關注 別人 的 話題 去 一個 人 旅行 讓 自己 專心 在 處理 眼前 的 難題 還有 放逐 自己 不斷 地想你 不斷 和 心裡 的 你 對話 分手 後 很 感謝 每 一個 找 我 和 聽 我 說話 的 朋友 還有 ptt 的 文章 現在 已經 接近 分手 三個 月 我 還在 復原 中 不過 已經 開始 可以 想像 未來 的 美好 以及 可以 笑 得 自然 一點 了 XD 曾經 我 相信 我們 會 一起 幸福 的 現在 已經 分開 了 仍然 希望 各自 能夠 繼續 幸福 著 因為 我們 曾經 那麼 愛著 帶著 這些 曾經 的 愛 繼續 走向 沒有 你 的 人生 我 相信 我會 遇見 我 的 幸福 你 也 會 的 分享 一首歌 https goo gl 8 CIg66 時間 滴滴答答 地走 　 幾分 幾秒 浮現 你 輪廓 有時候 會 難過 有時候 雨聲 滴滴答答 地落 　 熟悉 的 旋律 開始 重播 它 唱 出 你 和 我 幸福 就 像 一首歌 　 卻 在 某個 音符 慢慢 的 曲折 直到 我們 都 認不得 只要 你 能 快樂 　 我 痛 過 了 也 覺得 值得 曾經 一起 學 的 笑 的 緊緊 抱著 雖然 會 捨不得 只要 你 能 快樂 　 我會 相信 放手 是 對 的 回憶 足夠 我們 倆 都 快樂 眼淚 滴滴答答 的流 　 等 流完 了 我會 笑 著 說 你 不 屬於 我 的 幸福 就 像 一首歌 　 卻 在 某個 音符 慢慢 的 曲折 直到 我們 都 認不得 只要 你 能 快樂 　 我 痛 過 了 也 覺得 值得 曾經 一起 學 的 笑 的 緊緊 抱著 雖然 會 捨不得 只要 你 能 快樂 　 我會 相信 放手 是 對 的 回憶 足夠 我們 倆 都 快樂 只要 你 能 快樂 　 我 痛 過 了 也 覺得 值得 曾經 一起 學 的 笑 的 緊緊 抱著 雖然 會 捨不得 只要 你 能 快樂 　 我會 相信 放手 是 對 的 回憶 足夠 我們 倆 都 快樂 回憶 足夠 我們 倆 都 快樂 還在 分手 浪潮 中 嗆水 的 大家 記得 抬起 頭 呼吸 一直 低頭 看著 那道 把 你 沖走 的 鹹 苦 浪潮 你 會 窒息 的 抬起 頭 看看 天空 的 廣闊 抬起 頭 看看 是否 有 救難船 朝 你 駛來 抬起 頭 吸飽 氣 你 就 能 漂浮 在 這片 難過 的 情海 中 有天 你 終會 上岸 的 加油 我 知道 我 都 知道 　 　 　 　 　 　 　 　 　 　 但 你 不 知道"
539,"分手後才知道我多愛他而他不愛我","分手 後 才 知道 我 多 愛他 而 他 不愛我 如題 我 被 甩 了 在 一起 三天 後 他 去 當兵 那天 起 我 天天 等 電話 生怕 一個 不 小心 沒 接到 天天 在 倒數 他 還有 幾天 放假 幾天 結訓 一 開始 兩個 禮拜天 天 都 有 電話 沒 接到 還能 一直 打打 到 我 接 但 墾親 之後 卻 好像 變 了 一個樣 在 昨天 傳 簡訊 說 分手 他 說 最近 壓力 很大 事情 很多 先 這樣 吧 我 不 知道 我 做 錯 了 什麼 還是 說錯 了 什麼 我 真的 愛他 可是 我 被 兵變 了 嗎 Sent from my Android"
540,"交往七年分手","交往 七年 分手 分開 時說 得 多 難過 多 不 捨 不到 一個 禮拜 就 交新的 佩服 佩服 不過 也 因為 這樣 的 認清 很快 就 走 出來 了 只是 七年 好 浪費 啊"
541,"分手三個月，該向前了","分手 三個 月 該 向前 了 幫忙 代 po 三年 陪伴 了 彼此 整個 大學 生活 直到 我 去 了 南部 的 研究所 妳 也 還在 大四 的 階段 有時 的確 疏忽 了 對 妳 的 關心 那次 事件 的 引爆 點 我 不 應該 看 妳 的 訊息 更 不 應該 傳 訊息 給 那個 曖昧 對象 要求 他 保持 距離 妳 說 他 只是 個 朋友 因為 要 幫 妳 作業 所以 才 聯絡 妳 沒 辦法 跨 過去 這次 的 門檻 我 心碎 了 我 哭 著求 妳 再給 我次 機會 讓 我 好好 對 妳 妳 也 哭 著 說 沒 辦法 我 說 將來 還有 機會 嗎 我會 等 妳 妳 邊說 不 知道 邊倒 在 我 懷裡 啜泣 三個 月 過去 我 到處 旅遊 看書 充實 自己 希望 妳會 見到 不 一樣 的 我 偶爾 關心 妳 的 訊息 卻 很 冷淡 妳 說 把 我 當成 珍惜 的 朋友 於是 我 寫 了 五千 字 的 信 還做 了 一本 相片 回憶錄 想要 送 妳 當 生日禮物 再次 見面 準備 給 妳 這些 妳 因為 吃藥 胖了 公斤 找 了 位 姐妹 陪 妳 過來 還對 我 說 把 地址 給 妳 好 讓 妳 搬家 前將 放 妳 那 的 東西 寄給 我 心裡 也 多少 有個 底 給完 東西 妳 還找 我 吃飯 我 真的 不 知道 妳在 想 什麼 也許 真的 就 剩下 朋友 了 吧 心 很 痛 很 複雜 我該 繼續 等待 挽回 嗎"
542,"分手後的第一天(被劈腿)","分手 後 的 第一天 被 劈 腿 失戀 後 的 第一天 男孩 在 上個 禮拜 開始 有 許多 的 朋友 開始 跟 他 說 他們 看到 女孩 跟 其他 男生 走 的 很 近 男孩 也 只是 聽聽 而已 不已 為意 還幫 女孩 說好 話 說 可能 只是 普通 朋友 而已 吧 但是 男孩 越想 越 奇怪 為 什麼 最近 女孩 開始 不用 男孩 載 她 上學 了 為 什麼 最近 問說 要 不要 一起 吃 晚餐 女孩 總是 說 已經 吃飽 了 為 什麼 女孩 不再 像 以前 會 勾著 男孩 的 手 了 為 什麼 打電話 給 過去 女孩 總是 說 著 她 很 忙 男孩 想想 應該 不 可能 啊 從大 一到 大四 都 在 一起 四年 了 但 最近 女孩 的 行為 舉止 怎麼 想 都 覺得 很 奇怪 男孩 決定 去 問問 女孩 男孩 和 女孩 這 學期 有 一起 修 體育課 但 在 上 體育課 之前 都 有 各自 的 課 男孩 決定 翹課 提早去 女孩 的 教室 外面 等 她 下課 等 著 等 著 終於 等到 女孩 下課 出來 了 男孩 手上 拿 著 安全帽 正要 揮手 叫 女孩 時 卻 發現 女孩 走向 一台 汽車 車上 的 男子 開 了 車門 女孩 就 這樣 很順 的 坐 上車 去 了 框啷 男孩 手中 的 安全帽 掉 了 框啷 框啷 原 以 為 是 安全帽 的 聲音 但 其實 是 男孩 那 碎裂 的 心 男孩 開始 慌 了 男孩 曾經 解開 過 無數 的 方程式 只要 看到 女孩 的 眉頭一皺 就 能 知道 此時 需要 擁抱 只要 聽到 女孩 一直 嘆氣 就 知道 今天 晚上 要 請 她 去 吃 好料 但 這次 真的 考倒 男孩 了 男孩 開始 思索 著 所以 之前 朋友 所說 的話 都 是 真的 嗎 朋友 說 在 7-11 外 看過 他們 一起 有說有笑 死黨 說 在 泳游池 看過 他們 一起 互相 潑水 就 連學餐 阿姨 都 說 看過 他們 一起 吃飯 過 在 體育課 上課 前 男孩 試著 穩住 步伐 走向 女孩 問 妳 今天 是 怎麼 來 上課 的阿 女孩 頭也 沒 抬 起來 的 說 我 自己 走路 過來 的啊 不 懂 真的 不 懂 了 男孩 總是 相信 著 女孩 每次 女孩 跟 異性 出去 時 總是 會 向 男孩 報告 男孩 也 會 笑笑 地 答應 說 沒關係 只要 有 誰 在 追求 女孩 女孩 總是 會 一口 回絕 說 她 有 男朋友 了 但 這次 不得不 去 相信 朋友 所說 的話 了 到 了 體育課 下課後 男孩 又 再 一次 走向 女孩 步伐 又 更加 的 不穩 試著 忍住 眼淚 問 女孩 說 妳 今天 真的 是 走路 來 上課 的嗎 女孩 開始 沉默 了 男孩 真的 忍不住 了 妳 是不是 給 其他 男生 載 過來 的 女孩 還是 保持沉默 天啊 男孩 要 的 不是 這種 答案 啊 男孩 原本 以為 他們 會 一起 白頭偕老 的 男孩 和 女孩 也 都 一起 考上 了 不錯 的 研究所 也 規劃 好 未來 的 人生 連 雙方 父母 都 見過 了 許多 共同 朋友 也 很 看好 的 一對 說 實在 的 男孩 曾經 想過 他們 之間 最壞 的 打算 想過 畢業 後 可能 會 分手 但 萬萬 沒有 想過 女孩 會 劈 腿 而且 還是 在 畢業 前 男孩 的 眼淚 開始 湧 出來 但 忍著 不讓 眼淚 落下 鼓起勇氣 又 繼續 問 問 男孩 這輩子 最 不想 聽到 的話 妳 是不是 劈腿了 女孩 這次 不 沉默 了 女孩 微微 的 點頭 說 嗯 男孩 看著 女孩 心裡想 她 是 在 開玩笑 嗎 她 真的 是 我 所 認識 的 那 女孩 嗎 男孩 真的 撐不住 了 他 崩潰 他 大叫 他 哭 了 男孩 試著 讓 女孩 說出 騙 你 的 拉 這 四個 字 但 女孩 再也 沒有 說話 了 只是 靜靜的 看著 男孩 看著 男孩 就 這樣 崩潰 在 地上 如同 看 陌生人 般 一樣 男孩 回到 家 回 想起 剛剛 的 過程 再 回 想起 曾經 和 女孩 一起 的 回憶 看著 電腦桌面 是 兩年 前 一起 出去玩 的 照片 視線 開始 模糊 男孩 桌上 的 書 被 一滴 又 一滴 的 眼淚 淋濕 男孩 真的 受不了 了 有 一首歌 是 這麼 說 的 First you think the worst is a broken heart 剛 開始 你 以 為 最慘 的 是 你 破碎 的 心 What s gonna kill you is the second part 第二階段 才 真的 會 讓 你 想 死 And the third Is when your world splits down the middle 第三 你 的 世界 開始 崩裂 逼 你 做出 選擇 And fourth you re gonna think that you fixed yourself 在 第四階段 你 該 要 好好 地 修補 自己 的 心 Fifth you see them out with someone else 但 在 這時 第五 階段 就是 會 讓 你 看見 她 和 別的 男人 在 一起 And the sixth is when you admit that you may have fucked up a little 最後 你 只能 承認 你 已經 受到 了 個 該死 的 不可 回 復 的 傷害 這 就是 所謂 的 　 Six Degrees Of Separation 六度 分隔 理論 https www youtube com watch v FCT6Mu pOeEThe Script Six Degrees of Separation 我 想 男孩 始終 還是 愛著 那 女孩 吧"
543,"遠距離戀愛最終仍是以分手收場","遠距離 戀愛 最終 仍 是 以 分手 收場 之前 發過 文章 遠距離 多久 聯繫 一次 呢 現在 終於 分手 了 他 說 因為 距離 感情 淡 了 我 也 想 是 吧 畢竟 台灣 與 大陸 中 間隔 著台灣 海峽 我們 最終 還是 不 抵拒 離 當初 說 的 山盟海誓 最終 仍 石沉大海 用 了 很 深 的 感情 都 論及 婚嫁 了 計畫 著 接下來 去 大陸 的 一切 生活 一夕之間 完全 變 了 調 距離 真的 很 可怕 但愛更 可怕 當很愛的 時候 距離 都 不是 問題 當沒 了 愛 距離 就是 問題 了 也許 告訴 自己 他 從來 就 不 屬於 我 所以 最終 仍會 離開 是 我 的 那個 就算 離開 了 還是 會 再 回來 的 我 祝福 我 自己 早點 走出 傷悲 收拾 以淚洗面 的 日子 重新 拾起 自信 化個 妝 把 未來 活得 更 漂亮 寧可 坐在 腳踏車 上 笑 也 不要 在 寶馬 裡哭 對 吧 對 吧"
544,"提分手還講一堆是怎樣","提 分手 還講 一堆 是 怎樣 昨天 跟前 女友 講開 提起 不 適合 的 也 是 妳 卻 開始 打給 我 我 沒接 利用 一個 晚上 把 一些 關於 我們 的 照片 刪掉 原本 以為 不會 再 想起 你 卻 開始 說 想 知道 我 的 感覺 覺得 妳 很 對不起 我 都 是 我 再 委屈求全 以後 再也 遇不到 像 我 對 她 一樣 好 的 人 要 我 對 自己 好 一點 想 抱抱 我 說 沒事 的 妳 說 妳 不 知道 自己 在 打 什麼 我 也 看不懂 到底 再 工殺 小 被 分手 怎麼 可能 會 沒事 Sent from my Android"
545,"分手兩個多月了還是想挽回","分手 兩個 多月 了 還是 想 挽回 如題 跟前 女友 在 一起 快 四年 大約 在 二月 初 的 時候 分手 了 原因 是 因為 她 進入 了 保險業 她 說 她 要 開始 忙碌 可是 我們 之前 幾乎 天天 生活 在 一起 我 不 習慣 我會 吵著 要 妳 陪 後來 妳 可能 也 被 我 吵到 煩 吵到 累 了 吧 妳 只 說 了 感覺 變了 不 一樣 了 妳 提 了 分手 當下 我 點點頭 沒有 說話 地點 在 你們 公司 樓下 你 的 同事 們 都 在 外面 我 也 覺得 會 讓 彼此 難堪 就 跟 妳 說 了 掰掰 這是 這是 我們 最後 一次 見面 也 是 最後 一次 對話 在 分手 的 之後 我 還是 會傳 簡訊 想 跟 妳 聊天 一 開始 妳 總會 叫 我 不要 再 胡思亂想 了 到 後來 妳 已經 不會 再 回 了 打 了 好多 其實 只是 想 抒發 一下 情緒 分手 之後 只要 作 夢夢 裡 總是 有 妳 雖然 才 分開 沒多久 我 也 不 知道 妳 的 感受 妳 什麼 都 不 願意 再 跟 我 說 我 還是 好 喜歡 妳 真的 好 想 再 跟 妳 出去玩 我 還要 這樣 癡癡 的 等 嗎"
546,"被分手前男朋友勒索要錢～","被 分手 前 男朋友 勒索 要錢 已經 分手 快 一年 了 我 也 在 最近 結婚 了 卻 被 前 男朋友 要錢 在 一起 的 時候 什麼 都 ㄧ 人 ㄧ 半 連 開房間 吃 麵 出國 都 一人 一半 因為 知道 沒有 結果 也 沒 佔過 他 便宜 禮物 也 都 還他了 後來 那 ㄧ 堆 交 往時 的 芝麻小事 恐嚇 要告 我 還 不斷 勒索 要錢 超煩的 只好 找 律師 處理 了 只是 突然 覺得 人 怎麼 可以 吃 像 那麼 難看 找 律師 告 他 其實 金額 已經 超過 他 要 的 小錢 只是 不想 把 錢 給他 他 一直 糾結 著 誰 對 誰錯 其實 根本 不 重要 了 過去 就 過去 了 討厭 死 了"
547,"沒感覺分手的處理方式","沒 感覺 分手 的 處理方式 如題 最近 剛被 甩 分手 理由 是 沒 感覺 我 前男友 想 把 傷害 降到 最低 因為 我們 是 台北 台中 遠距 於是 他 就 在賴 丟了 一句 我們 分手 吧 我 沒 感覺 了 我 朋友 們 都 覺得 這樣 真的 很 不負責任 想起 前 前男友 是 消失 型 分手 想 請問 用 什麼 方式 提 分手 感覺 比較 好呢 Sent from my iPhone"
548,"男友提分手，因為「沒感覺了」","男友 提 分手 因為 沒 感覺 了 27 歲 多 認識 他 28 歲 交往 交往 2 年 論及 婚嫁 上星期 才 在 討論 提親 的 日期 他 是 我 的 初戀 我 是 他 的 第四任 他 很 喜歡 我 的 好 性格 我愛著 他 的 脾氣好 今天 他 說 沒 感覺 了 雖然 我 的 愛 一如往昔 我能 理解 我 也 改變 不了 人心 但 我 也 沒 辦法 克制 自己 還是 會想 挽回 的 心 確定 沒有 第三者 要 不要 努力 我們 4 月底 還要 去 旅行 他會 不會 回心轉意 我 的 心中 充滿 了 諸如此類 的 希冀 我 還是 很愛他 好痛 Sent from my Android"
